Record_ID,NCBI_GeneID,Gene_Symbol,Chromosome,Gene_Type,Sample_ID,Tissue,Condition,Expression_Level,Expression_Log2,Fold_Change,Significance_PValue,Expression_Category
504,93,ACVR2B,,NCBI-derived gene type,S0504,Lung,Control,385.94,8.592,1.047,0.0069815,Medium
505,94,ACVRL1,,NCBI-derived gene type,S0505,Kidney,Control,680.67,9.411,1.314,0.0005604,High
506,95,ACY1,,NCBI-derived gene type,S0506,Muscle,Control,764.27,9.578,1.052,0.0030794,High
507,97,ACYP1,,NCBI-derived gene type,S0507,Blood,Control,401.04,8.648,1.105,0.000149,Medium
508,98,ACYP2,,NCBI-derived gene type,S0508,Colon,Control,117.88,6.881,1.165,0.0022157,Medium
509,100,ADA,,NCBI-derived gene type,S0509,Breast,Control,390.05,8.608,1.043,0.00017,Medium
510,101,ADAM8,,NCBI-derived gene type,S0510,Skin,Control,263.99,8.044,0.962,0.4818546,Medium
511,102,ADAM10,,NCBI-derived gene type,S0511,Brain,Treatment,935.95,9.87,3.237,0.0020354,High
512,103,ADAR,,NCBI-derived gene type,S0512,Liver,Treatment,385.7,8.591,3.036,0.0013323,Medium
513,104,ADARB1,,NCBI-derived gene type,S0513,Heart,Treatment,1575.46,10.622,1.752,2.59e-05,High
514,105,ADARB2,,NCBI-derived gene type,S0514,Lung,Treatment,2059.71,11.008,3.013,0.0003177,High
515,106,ADCP1,,NCBI-derived gene type,S0515,Kidney,Treatment,194.48,7.603,0.555,0.0035335,Medium
516,107,ADCY1,,NCBI-derived gene type,S0516,Muscle,Treatment,2703.98,11.401,3.032,0.0221566,High
517,108,ADCY2,,NCBI-derived gene type,S0517,Blood,Treatment,2188.19,11.096,2.359,0.0537493,High
518,109,ADCY3,,NCBI-derived gene type,S0518,Colon,Treatment,374.36,8.548,0.732,8.8e-05,Medium
519,111,ADCY5,,NCBI-derived gene type,S0519,Breast,Treatment,406.59,8.667,2.84,1.33e-05,Medium
520,112,ADCY6,,NCBI-derived gene type,S0520,Skin,Treatment,841.09,9.716,1.512,0.0598701,High
521,113,ADCY7,,NCBI-derived gene type,S0521,Brain,Control,553.89,9.113,1.078,2.54e-05,High
522,114,ADCY8,,NCBI-derived gene type,S0522,Liver,Control,312.74,8.289,1.35,0.0239159,Medium
523,115,ADCY9,,NCBI-derived gene type,S0523,Heart,Control,528.07,9.045,1.188,0.074079,High
524,116,ADCYAP1,,NCBI-derived gene type,S0524,Lung,Control,78.38,6.292,1.331,0.010447,Low
525,117,ADCYAP1R1,,NCBI-derived gene type,S0525,Kidney,Control,452.72,8.822,1.126,0.0004161,Medium
526,118,ADD1,,NCBI-derived gene type,S0526,Muscle,Control,878.57,9.779,1.196,0.0101632,High
527,119,ADD2,,NCBI-derived gene type,S0527,Blood,Control,186.05,7.54,1.326,0.0010797,Medium
528,120,ADD3,,NCBI-derived gene type,S0528,Colon,Control,911.16,9.832,0.689,3.83e-05,High
529,122,ADFN,,NCBI-derived gene type,S0529,Breast,Control,157.25,7.297,0.765,0.0003285,Medium
530,123,PLIN2,,NCBI-derived gene type,S0530,Skin,Control,710.79,9.473,0.892,0.2643925,High
531,124,ADH1A,,NCBI-derived gene type,S0531,Brain,Treatment,2699.51,11.398,3.015,0.0001506,High
532,125,ADH1B,,NCBI-derived gene type,S0532,Liver,Treatment,1327.99,10.375,2.085,3.88e-05,High
533,126,ADH1C,,NCBI-derived gene type,S0533,Heart,Treatment,621.95,9.281,2.03,0.0023019,High
534,127,ADH4,,NCBI-derived gene type,S0534,Lung,Treatment,572.99,9.162,3.316,5.31e-05,High
535,128,ADH5,,NCBI-derived gene type,S0535,Kidney,Treatment,1730.35,10.757,2.62,0.0069848,High
536,1,A1BG,,NCBI-derived gene type,S0536,Muscle,Treatment,1792.38,10.808,2.125,0.0756154,High
537,2,A2M,,NCBI-derived gene type,S0537,Blood,Treatment,16.39,4.035,0.493,0.0103474,Low
538,3,A2MP1,,NCBI-derived gene type,S0538,Colon,Treatment,1389.94,10.441,2.401,0.0402446,High
539,9,NAT1,,NCBI-derived gene type,S0539,Breast,Treatment,991.21,9.953,2.363,0.0021917,High
540,10,NAT2,,NCBI-derived gene type,S0540,Skin,Treatment,794.13,9.633,1.262,0.3135132,High
541,11,NATP,,NCBI-derived gene type,S0541,Brain,Control,485.53,8.923,1.213,0.0165751,Medium
542,12,SERPINA3,,NCBI-derived gene type,S0542,Liver,Control,300.95,8.233,0.701,1.91e-05,Medium
543,13,AADAC,,NCBI-derived gene type,S0543,Heart,Control,442.41,8.789,0.989,9.1e-05,Medium
544,14,AAMP,,NCBI-derived gene type,S0544,Lung,Control,608.63,9.249,0.869,0.0237851,High
545,15,AANAT,,NCBI-derived gene type,S0545,Kidney,Control,735.53,9.523,1.253,0.3839356,High
546,16,AARS,,NCBI-derived gene type,S0546,Muscle,Control,135.11,7.078,0.909,0.0043628,Medium
547,17,AAVS1,,NCBI-derived gene type,S0547,Blood,Control,322.52,8.333,0.977,0.0001808,Medium
548,18,ABAT,,NCBI-derived gene type,S0548,Colon,Control,251.68,7.975,0.718,0.0002312,Medium
549,19,ABCA1,,NCBI-derived gene type,S0549,Breast,Control,387.23,8.597,1.081,0.0001468,Medium
550,20,ABCA2,,NCBI-derived gene type,S0550,Skin,Control,865.98,9.758,0.762,0.0003459,High
551,21,ABCA3,,NCBI-derived gene type,S0551,Brain,Treatment,774.06,9.596,1.335,0.0386074,High
552,22,ABCB7,,NCBI-derived gene type,S0552,Liver,Treatment,987.22,9.947,1.971,0.0022089,High
553,23,ABCF1,,NCBI-derived gene type,S0553,Heart,Treatment,131.98,7.044,0.423,0.277073,Medium
554,24,ABCA4,,NCBI-derived gene type,S0554,Lung,Treatment,1724.41,10.752,3.395,0.0001026,High
555,25,ABL1,,NCBI-derived gene type,S0555,Kidney,Treatment,181.34,7.503,0.509,0.0021184,Medium
556,26,AOC1,,NCBI-derived gene type,S0556,Muscle,Treatment,2128.67,11.056,2.411,0.0016284,High
557,27,ABL2,,NCBI-derived gene type,S0557,Blood,Treatment,1627.04,10.668,3.019,0.0010601,High
558,28,ABO,,NCBI-derived gene type,S0558,Colon,Treatment,2332.69,11.188,2.642,0.0389159,High
559,29,ABR,,NCBI-derived gene type,S0559,Breast,Treatment,594.94,9.217,1.612,0.0047899,High
560,30,ACAA1,,NCBI-derived gene type,S0560,Skin,Treatment,415.77,8.7,2.093,2.22e-05,Medium
561,31,ACACA,,NCBI-derived gene type,S0561,Brain,Control,506.73,8.985,1.185,0.0002064,High
562,32,ACACB,,NCBI-derived gene type,S0562,Liver,Control,989.15,9.95,1.126,3.62e-05,High
563,33,ACADL,,NCBI-derived gene type,S0563,Heart,Control,975.21,9.93,0.926,0.0544524,High
564,34,ACADM,,NCBI-derived gene type,S0564,Lung,Control,342.39,8.419,1.307,0.0353457,Medium
565,35,ACADS,,NCBI-derived gene type,S0565,Kidney,Control,203.06,7.666,1.006,0.0022406,Medium
566,36,ACADSB,,NCBI-derived gene type,S0566,Muscle,Control,50.08,5.646,0.746,0.0003675,Low
567,37,ACADVL,,NCBI-derived gene type,S0567,Blood,Control,476.38,8.896,0.97,0.0070701,Medium
568,38,ACAT1,,NCBI-derived gene type,S0568,Colon,Control,517.93,9.017,0.88,0.0076106,High
569,39,ACAT2,,NCBI-derived gene type,S0569,Breast,Control,166.69,7.381,1.343,0.0298401,Medium
570,40,ASIC2,,NCBI-derived gene type,S0570,Skin,Control,302.74,8.242,0.885,0.0781556,Medium
571,41,ASIC1,,NCBI-derived gene type,S0571,Brain,Treatment,1380.82,10.431,2.583,0.0002565,High
572,43,ACHE,,NCBI-derived gene type,S0572,Liver,Treatment,1233.44,10.268,1.51,0.0146855,High
573,46,ACLS,,NCBI-derived gene type,S0573,Heart,Treatment,2144.89,11.067,2.189,0.0555581,High
574,47,ACLY,,NCBI-derived gene type,S0574,Lung,Treatment,1829.34,10.837,2.517,1.33e-05,High
575,48,ACO1,,NCBI-derived gene type,S0575,Kidney,Treatment,1620.76,10.662,3.396,0.0478243,High
576,49,ACR,,NCBI-derived gene type,S0576,Muscle,Treatment,1686.35,10.72,2.17,0.0245799,High
577,50,ACO2,,NCBI-derived gene type,S0577,Blood,Treatment,519.5,9.021,0.887,0.0090452,High
578,51,ACOX1,,NCBI-derived gene type,S0578,Colon,Treatment,1864.71,10.865,3.0,4.95e-05,High
579,52,ACP1,,NCBI-derived gene type,S0579,Breast,Treatment,306.67,8.261,0.449,0.2861306,Medium
580,53,ACP2,,NCBI-derived gene type,S0580,Skin,Treatment,46.84,5.55,0.41,0.0002981,Low
581,54,ACP5,,NCBI-derived gene type,S0581,Brain,Control,155.67,7.282,1.133,0.0008487,Medium
582,55,ACPP,,NCBI-derived gene type,S0582,Liver,Control,776.1,9.6,1.294,0.1265445,High
583,56,ACRV1,,NCBI-derived gene type,S0583,Heart,Control,737.16,9.526,0.694,4.46e-05,High
584,58,ACTA1,,NCBI-derived gene type,S0584,Lung,Control,211.3,7.723,0.878,0.0129559,Medium
585,59,ACTA2,,NCBI-derived gene type,S0585,Kidney,Control,527.85,9.044,0.87,6.52e-05,High
586,60,ACTB,,NCBI-derived gene type,S0586,Muscle,Control,912.56,9.834,0.89,0.0004625,High
587,62,ACTBP2,,NCBI-derived gene type,S0587,Blood,Control,773.13,9.595,1.155,0.0105573,High
588,63,ACTBP3,,NCBI-derived gene type,S0588,Colon,Control,694.85,9.441,1.077,8.01e-05,High
589,64,ACTBP4,,NCBI-derived gene type,S0589,Breast,Control,250.29,7.967,1.041,0.000114,Medium
590,66,ACTBP6,,NCBI-derived gene type,S0590,Skin,Control,973.05,9.926,0.858,0.0002282,High
591,67,ACTBP7,,NCBI-derived gene type,S0591,Brain,Treatment,543.04,9.085,2.571,0.0003091,High
592,68,ACTBP8,,NCBI-derived gene type,S0592,Liver,Treatment,1158.68,10.178,3.291,0.0547527,High
593,69,ACTBP9,,NCBI-derived gene type,S0593,Heart,Treatment,203.36,7.668,0.734,0.01514,Medium
594,70,ACTC1,,NCBI-derived gene type,S0594,Lung,Treatment,1315.86,10.362,3.438,0.070206,High
595,71,ACTG1,,NCBI-derived gene type,S0595,Kidney,Treatment,2754.26,11.427,2.885,0.0002318,High
596,72,ACTG2,,NCBI-derived gene type,S0596,Muscle,Treatment,756.97,9.564,2.6,0.0004245,High
597,73,ACTG1P1,,NCBI-derived gene type,S0597,Blood,Treatment,515.41,9.01,1.158,0.0017851,High
598,74,ACTG1P2,,NCBI-derived gene type,S0598,Colon,Treatment,421.7,8.72,2.047,0.2427798,Medium
599,75,ACTG1P3,,NCBI-derived gene type,S0599,Breast,Treatment,545.88,9.092,0.782,0.0078286,High
600,78,ACTG1P6,,NCBI-derived gene type,S0600,Skin,Treatment,655.88,9.357,1.114,0.0140676,High
601,79,ACTG1P7,,NCBI-derived gene type,S0601,Brain,Control,533.39,9.059,1.097,1.76e-05,High
602,80,ACTG1P8,,NCBI-derived gene type,S0602,Liver,Control,416.23,8.701,1.152,2.97e-05,Medium
603,81,ACTN4,,NCBI-derived gene type,S0603,Heart,Control,771.91,9.592,0.654,0.0038606,High
604,86,ACTL6A,,NCBI-derived gene type,S0604,Lung,Control,929.45,9.86,0.935,0.2481138,High
605,87,ACTN1,,NCBI-derived gene type,S0605,Kidney,Control,879.01,9.78,0.984,8.66e-05,High
606,88,ACTN2,,NCBI-derived gene type,S0606,Muscle,Control,964.09,9.913,0.875,0.0108573,High
607,89,ACTN3,,NCBI-derived gene type,S0607,Blood,Control,908.4,9.827,0.713,0.0049937,High
608,90,ACVR1,,NCBI-derived gene type,S0608,Colon,Control,537.48,9.07,1.156,0.2525493,High
609,91,ACVR1B,,NCBI-derived gene type,S0609,Breast,Control,913.66,9.836,0.773,0.1401365,High
610,92,ACVR2A,,NCBI-derived gene type,S0610,Skin,Control,179.91,7.491,1.294,0.4860797,Medium
611,93,ACVR2B,,NCBI-derived gene type,S0611,Brain,Treatment,764.2,9.578,1.91,0.2523836,High
612,94,ACVRL1,,NCBI-derived gene type,S0612,Liver,Treatment,3143.93,11.618,3.267,0.1320362,High
613,95,ACY1,,NCBI-derived gene type,S0613,Heart,Treatment,30.42,4.927,2.139,3.19e-05,Low
614,97,ACYP1,,NCBI-derived gene type,S0614,Lung,Treatment,1225.28,10.259,1.246,0.4454177,High
615,98,ACYP2,,NCBI-derived gene type,S0615,Kidney,Treatment,1039.79,10.022,1.906,0.2577712,High
616,100,ADA,,NCBI-derived gene type,S0616,Muscle,Treatment,1553.92,10.602,1.824,8.06e-05,High
617,101,ADAM8,,NCBI-derived gene type,S0617,Blood,Treatment,100.91,6.657,0.862,0.0014352,Medium
618,102,ADAM10,,NCBI-derived gene type,S0618,Colon,Treatment,244.41,7.933,0.937,0.0289804,Medium
619,103,ADAR,,NCBI-derived gene type,S0619,Breast,Treatment,1693.3,10.726,2.139,0.0362434,High
620,104,ADARB1,,NCBI-derived gene type,S0620,Skin,Treatment,547.27,9.096,3.047,0.1644754,High
621,105,ADARB2,,NCBI-derived gene type,S0621,Brain,Control,827.85,9.693,1.011,2.56e-05,High
622,106,ADCP1,,NCBI-derived gene type,S0622,Liver,Control,670.91,9.39,0.779,4.58e-05,High
623,107,ADCY1,,NCBI-derived gene type,S0623,Heart,Control,326.98,8.353,0.824,0.0001681,Medium
624,108,ADCY2,,NCBI-derived gene type,S0624,Lung,Control,239.34,7.903,1.178,0.304764,Medium
625,109,ADCY3,,NCBI-derived gene type,S0625,Kidney,Control,305.44,8.255,1.156,1.13e-05,Medium
626,111,ADCY5,,NCBI-derived gene type,S0626,Muscle,Control,655.41,9.356,1.135,1.96e-05,High
627,112,ADCY6,,NCBI-derived gene type,S0627,Blood,Control,122.63,6.938,0.865,0.0008044,Medium
628,113,ADCY7,,NCBI-derived gene type,S0628,Colon,Control,505.01,8.98,1.277,0.0202637,High
629,114,ADCY8,,NCBI-derived gene type,S0629,Breast,Control,314.42,8.297,0.732,0.2022147,Medium
630,115,ADCY9,,NCBI-derived gene type,S0630,Skin,Control,298.56,8.222,1.08,0.0001071,Medium
631,116,ADCYAP1,,NCBI-derived gene type,S0631,Brain,Treatment,114.81,6.843,0.833,0.0326854,Medium
632,117,ADCYAP1R1,,NCBI-derived gene type,S0632,Liver,Treatment,1008.75,9.978,1.66,0.0038142,High
633,118,ADD1,,NCBI-derived gene type,S0633,Heart,Treatment,967.39,9.918,2.043,0.0132204,High
634,119,ADD2,,NCBI-derived gene type,S0634,Lung,Treatment,251.11,7.972,1.13,0.0352595,Medium
635,120,ADD3,,NCBI-derived gene type,S0635,Kidney,Treatment,531.16,9.053,0.608,0.0012581,High
636,122,ADFN,,NCBI-derived gene type,S0636,Muscle,Treatment,420.34,8.715,0.596,0.0044833,Medium
637,123,PLIN2,,NCBI-derived gene type,S0637,Blood,Treatment,137.89,7.107,2.075,0.0023757,Medium
638,124,ADH1A,,NCBI-derived gene type,S0638,Colon,Treatment,472.54,8.884,0.822,0.0003485,Medium
639,125,ADH1B,,NCBI-derived gene type,S0639,Breast,Treatment,374.36,8.548,0.716,9.23e-05,Medium
640,126,ADH1C,,NCBI-derived gene type,S0640,Skin,Treatment,372.48,8.541,0.636,0.0025047,Medium
641,127,ADH4,,NCBI-derived gene type,S0641,Brain,Control,809.65,9.661,0.967,0.0025838,High
642,128,ADH5,,NCBI-derived gene type,S0642,Liver,Control,459.51,8.844,0.69,0.00149,Medium
643,1,A1BG,,NCBI-derived gene type,S0643,Heart,Control,807.88,9.658,1.156,0.000726,High
644,2,A2M,,NCBI-derived gene type,S0644,Lung,Control,817.37,9.675,1.172,0.0052247,High
645,3,A2MP1,,NCBI-derived gene type,S0645,Kidney,Control,50.06,5.646,0.891,1.99e-05,Low
646,9,NAT1,,NCBI-derived gene type,S0646,Muscle,Control,994.15,9.957,1.304,2.11e-05,High
647,10,NAT2,,NCBI-derived gene type,S0647,Blood,Control,934.11,9.867,0.672,0.000835,High
648,11,NATP,,NCBI-derived gene type,S0648,Colon,Control,770.13,9.589,1.186,0.3964299,High
649,12,SERPINA3,,NCBI-derived gene type,S0649,Breast,Control,647.65,9.339,0.944,0.4639018,High
650,13,AADAC,,NCBI-derived gene type,S0650,Skin,Control,385.57,8.591,1.259,0.1827285,Medium
651,14,AAMP,,NCBI-derived gene type,S0651,Brain,Treatment,947.15,9.887,2.501,0.0128951,High
652,15,AANAT,,NCBI-derived gene type,S0652,Liver,Treatment,1304.52,10.349,2.409,0.000431,High
653,16,AARS,,NCBI-derived gene type,S0653,Heart,Treatment,372.9,8.543,2.042,0.0030589,Medium
654,17,AAVS1,,NCBI-derived gene type,S0654,Lung,Treatment,766.75,9.583,1.051,1.04e-05,High
655,18,ABAT,,NCBI-derived gene type,S0655,Kidney,Treatment,35.63,5.155,1.29,0.0146369,Low
656,19,ABCA1,,NCBI-derived gene type,S0656,Muscle,Treatment,1107.44,10.113,2.026,0.0740959,High
657,20,ABCA2,,NCBI-derived gene type,S0657,Blood,Treatment,361.94,8.5,1.44,0.0001975,Medium
658,21,ABCA3,,NCBI-derived gene type,S0658,Colon,Treatment,2469.8,11.27,2.634,3.39e-05,High
659,22,ABCB7,,NCBI-derived gene type,S0659,Breast,Treatment,1353.91,10.403,1.671,0.0398521,High
660,23,ABCF1,,NCBI-derived gene type,S0660,Skin,Treatment,353.1,8.464,0.399,9.3e-05,Medium
661,24,ABCA4,,NCBI-derived gene type,S0661,Brain,Control,105.39,6.72,0.674,0.0064504,Medium
662,25,ABL1,,NCBI-derived gene type,S0662,Liver,Control,704.77,9.461,0.684,0.0302373,High
663,26,AOC1,,NCBI-derived gene type,S0663,Heart,Control,405.25,8.663,0.814,0.000105,Medium
664,27,ABL2,,NCBI-derived gene type,S0664,Lung,Control,864.41,9.756,0.69,0.0023351,High
665,28,ABO,,NCBI-derived gene type,S0665,Kidney,Control,292.82,8.194,1.221,0.0274241,Medium
666,29,ABR,,NCBI-derived gene type,S0666,Muscle,Control,322.31,8.332,1.069,0.0144844,Medium
667,30,ACAA1,,NCBI-derived gene type,S0667,Blood,Control,324.06,8.34,0.861,4.71e-05,Medium
668,31,ACACA,,NCBI-derived gene type,S0668,Colon,Control,661.91,9.37,0.805,0.0002584,High
669,32,ACACB,,NCBI-derived gene type,S0669,Breast,Control,65.65,6.037,1.314,0.13635,Low
670,33,ACADL,,NCBI-derived gene type,S0670,Skin,Control,912.02,9.833,1.088,0.0010182,High
671,34,ACADM,,NCBI-derived gene type,S0671,Brain,Treatment,1700.02,10.731,3.413,0.2663521,High
672,35,ACADS,,NCBI-derived gene type,S0672,Liver,Treatment,1901.38,10.893,2.825,0.0003148,High
673,36,ACADSB,,NCBI-derived gene type,S0673,Heart,Treatment,343.79,8.425,0.82,0.000588,Medium
674,37,ACADVL,,NCBI-derived gene type,S0674,Lung,Treatment,1391.58,10.443,1.842,0.0981527,High
675,38,ACAT1,,NCBI-derived gene type,S0675,Kidney,Treatment,784.58,9.616,2.579,0.0612559,High
676,39,ACAT2,,NCBI-derived gene type,S0676,Muscle,Treatment,1941.54,10.923,2.122,0.3536674,High
677,40,ASIC2,,NCBI-derived gene type,S0677,Blood,Treatment,432.15,8.755,0.772,0.0001385,Medium
678,41,ASIC1,,NCBI-derived gene type,S0678,Colon,Treatment,494.9,8.951,2.387,0.2160044,Medium
679,43,ACHE,,NCBI-derived gene type,S0679,Breast,Treatment,543.72,9.087,0.641,0.0254418,High
680,46,ACLS,,NCBI-derived gene type,S0680,Skin,Treatment,232.59,7.862,1.196,0.0146642,Medium
681,47,ACLY,,NCBI-derived gene type,S0681,Brain,Control,604.91,9.241,1.262,7.66e-05,High
682,48,ACO1,,NCBI-derived gene type,S0682,Liver,Control,762.89,9.575,1.157,0.0042325,High
683,49,ACR,,NCBI-derived gene type,S0683,Heart,Control,482.0,8.913,1.259,0.0003672,Medium
684,50,ACO2,,NCBI-derived gene type,S0684,Lung,Control,957.23,9.903,0.661,0.2538931,High
685,51,ACOX1,,NCBI-derived gene type,S0685,Kidney,Control,962.27,9.91,0.732,0.4988712,High
686,52,ACP1,,NCBI-derived gene type,S0686,Muscle,Control,481.53,8.911,0.82,0.0069293,Medium
687,53,ACP2,,NCBI-derived gene type,S0687,Blood,Control,208.49,7.704,1.291,0.0039334,Medium
688,54,ACP5,,NCBI-derived gene type,S0688,Colon,Control,776.64,9.601,0.916,0.0032222,High
689,55,ACPP,,NCBI-derived gene type,S0689,Breast,Control,362.46,8.502,0.833,0.0025718,Medium
690,56,ACRV1,,NCBI-derived gene type,S0690,Skin,Control,499.79,8.965,0.719,0.4094461,Medium
691,58,ACTA1,,NCBI-derived gene type,S0691,Brain,Treatment,1414.14,10.466,2.995,0.198314,High
692,59,ACTA2,,NCBI-derived gene type,S0692,Liver,Treatment,618.31,9.272,1.654,0.0044042,High
693,60,ACTB,,NCBI-derived gene type,S0693,Heart,Treatment,182.31,7.51,0.81,0.0001681,Medium
694,62,ACTBP2,,NCBI-derived gene type,S0694,Lung,Treatment,2033.15,10.99,2.174,0.0009175,High
695,63,ACTBP3,,NCBI-derived gene type,S0695,Kidney,Treatment,217.6,7.766,1.389,0.0006099,Medium
696,64,ACTBP4,,NCBI-derived gene type,S0696,Muscle,Treatment,1603.99,10.647,1.923,0.0119305,High
697,66,ACTBP6,,NCBI-derived gene type,S0697,Blood,Treatment,796.65,9.638,1.161,0.0726912,High
698,67,ACTBP7,,NCBI-derived gene type,S0698,Colon,Treatment,2292.31,11.163,2.371,0.0020221,High
699,68,ACTBP8,,NCBI-derived gene type,S0699,Breast,Treatment,492.04,8.943,2.854,6.25e-05,Medium
700,69,ACTBP9,,NCBI-derived gene type,S0700,Skin,Treatment,1362.73,10.412,1.888,0.2039047,High
701,70,ACTC1,,NCBI-derived gene type,S0701,Brain,Control,544.43,9.089,1.099,1.89e-05,High
702,71,ACTG1,,NCBI-derived gene type,S0702,Liver,Control,38.65,5.273,1.243,0.276939,Low
703,72,ACTG2,,NCBI-derived gene type,S0703,Heart,Control,669.87,9.388,1.185,0.0008674,High
704,73,ACTG1P1,,NCBI-derived gene type,S0704,Lung,Control,843.33,9.72,0.812,0.0210716,High
705,74,ACTG1P2,,NCBI-derived gene type,S0705,Kidney,Control,14.1,3.817,1.004,0.0005676,Low
706,75,ACTG1P3,,NCBI-derived gene type,S0706,Muscle,Control,619.75,9.276,1.117,0.0079003,High
707,78,ACTG1P6,,NCBI-derived gene type,S0707,Blood,Control,485.79,8.924,0.991,1.07e-05,Medium
708,79,ACTG1P7,,NCBI-derived gene type,S0708,Colon,Control,553.89,9.113,0.658,0.003078,High
709,80,ACTG1P8,,NCBI-derived gene type,S0709,Breast,Control,278.37,8.121,1.334,1.2e-05,Medium
710,81,ACTN4,,NCBI-derived gene type,S0710,Skin,Control,814.09,9.669,1.122,0.061516,High
711,86,ACTL6A,,NCBI-derived gene type,S0711,Brain,Treatment,625.42,9.289,0.687,2.84e-05,High
712,87,ACTN1,,NCBI-derived gene type,S0712,Liver,Treatment,146.2,7.192,0.955,0.0029809,Medium
713,88,ACTN2,,NCBI-derived gene type,S0713,Heart,Treatment,972.9,9.926,1.192,0.0007335,High
714,89,ACTN3,,NCBI-derived gene type,S0714,Lung,Treatment,612.8,9.259,1.629,0.0045239,High
715,90,ACVR1,,NCBI-derived gene type,S0715,Kidney,Treatment,1051.14,10.038,1.061,0.0164057,High
716,91,ACVR1B,,NCBI-derived gene type,S0716,Muscle,Treatment,2044.57,10.998,2.409,0.1080513,High
717,92,ACVR2A,,NCBI-derived gene type,S0717,Blood,Treatment,490.35,8.938,0.645,0.0006061,Medium
718,93,ACVR2B,,NCBI-derived gene type,S0718,Colon,Treatment,292.32,8.191,0.527,1.11e-05,Medium
719,94,ACVRL1,,NCBI-derived gene type,S0719,Breast,Treatment,337.81,8.4,1.925,0.0010949,Medium
720,95,ACY1,,NCBI-derived gene type,S0720,Skin,Treatment,1674.94,10.71,2.132,0.1077491,High
721,97,ACYP1,,NCBI-derived gene type,S0721,Brain,Control,99.89,6.642,1.02,1.58e-05,Low
722,98,ACYP2,,NCBI-derived gene type,S0722,Liver,Control,215.36,7.751,1.258,0.1484244,Medium
723,100,ADA,,NCBI-derived gene type,S0723,Heart,Control,478.12,8.901,0.683,2.24e-05,Medium
724,101,ADAM8,,NCBI-derived gene type,S0724,Lung,Control,925.96,9.855,1.28,0.0044514,High
725,102,ADAM10,,NCBI-derived gene type,S0725,Kidney,Control,37.74,5.238,1.3,0.0003007,Low
726,103,ADAR,,NCBI-derived gene type,S0726,Muscle,Control,961.66,9.909,1.061,0.0343239,High
727,104,ADARB1,,NCBI-derived gene type,S0727,Blood,Control,714.15,9.48,0.929,2.3e-05,High
728,105,ADARB2,,NCBI-derived gene type,S0728,Colon,Control,166.64,7.381,0.818,0.0837255,Medium
729,106,ADCP1,,NCBI-derived gene type,S0729,Breast,Control,392.21,8.615,1.278,0.0003624,Medium
730,107,ADCY1,,NCBI-derived gene type,S0730,Skin,Control,756.83,9.564,0.748,0.4424319,High
731,108,ADCY2,,NCBI-derived gene type,S0731,Brain,Treatment,1398.48,10.45,1.927,0.3795943,High
732,109,ADCY3,,NCBI-derived gene type,S0732,Liver,Treatment,100.9,6.657,1.727,0.0874522,Medium
733,111,ADCY5,,NCBI-derived gene type,S0733,Heart,Treatment,953.39,9.897,2.772,0.3074925,High
734,112,ADCY6,,NCBI-derived gene type,S0734,Lung,Treatment,1113.9,10.121,2.787,1.38e-05,High
735,113,ADCY7,,NCBI-derived gene type,S0735,Kidney,Treatment,962.89,9.911,3.477,0.0020223,High
736,114,ADCY8,,NCBI-derived gene type,S0736,Muscle,Treatment,1190.05,10.217,3.315,0.0010707,High
737,115,ADCY9,,NCBI-derived gene type,S0737,Blood,Treatment,1656.31,10.694,2.431,2.53e-05,High
738,116,ADCYAP1,,NCBI-derived gene type,S0738,Colon,Treatment,1777.1,10.795,2.864,0.0224704,High
739,117,ADCYAP1R1,,NCBI-derived gene type,S0739,Breast,Treatment,72.4,6.178,0.836,0.022125,Low
740,118,ADD1,,NCBI-derived gene type,S0740,Skin,Treatment,1703.71,10.734,2.68,0.0003079,High
741,119,ADD2,,NCBI-derived gene type,S0741,Brain,Control,111.02,6.795,0.654,0.0002811,Medium
742,120,ADD3,,NCBI-derived gene type,S0742,Liver,Control,363.12,8.504,0.839,4.2e-05,Medium
743,122,ADFN,,NCBI-derived gene type,S0743,Heart,Control,191.45,7.581,0.964,0.0040483,Medium
744,123,PLIN2,,NCBI-derived gene type,S0744,Lung,Control,411.0,8.683,0.668,0.0004607,Medium
745,124,ADH1A,,NCBI-derived gene type,S0745,Kidney,Control,97.6,6.609,1.069,0.0003348,Low
746,125,ADH1B,,NCBI-derived gene type,S0746,Muscle,Control,388.31,8.601,0.854,0.0006647,Medium
747,126,ADH1C,,NCBI-derived gene type,S0747,Blood,Control,89.28,6.48,1.281,0.17967,Low
748,127,ADH4,,NCBI-derived gene type,S0748,Colon,Control,978.28,9.934,1.05,6.27e-05,High
749,128,ADH5,,NCBI-derived gene type,S0749,Breast,Control,383.83,8.584,0.747,0.0002602,Medium
750,1,A1BG,,NCBI-derived gene type,S0750,Skin,Control,495.66,8.953,0.694,0.001104,Medium
751,2,A2M,,NCBI-derived gene type,S0751,Brain,Treatment,795.13,9.635,1.875,2.3e-05,High
752,3,A2MP1,,NCBI-derived gene type,S0752,Liver,Treatment,287.82,8.169,1.127,0.0086628,Medium
753,9,NAT1,,NCBI-derived gene type,S0753,Heart,Treatment,575.57,9.169,0.966,3.18e-05,High
754,10,NAT2,,NCBI-derived gene type,S0754,Lung,Treatment,1028.8,10.007,3.339,0.0003643,High
755,11,NATP,,NCBI-derived gene type,S0755,Kidney,Treatment,1793.39,10.808,2.883,0.0003539,High
